# #stocks, #noise, #price, #walk, #action
58885,1,-0.6100000000000003,67,sell
58886,1,-0.6500000000000004,68,sell
58887,2,-0.6600000000000004,70,sell
58889,1,-0.7100000000000004,71,sell
58890,1,-0.7300000000000004,72,sell
58891,2,-0.7900000000000005,74,sell
58893,1,-0.8200000000000005,75,sell
58895,-2,-0.8300000000000005,73,buy
58894,1,-0.7100000000000004,74,sell
58895,1,-0.8100000000000005,75,sell
58896,1,-0.8400000000000005,76,sell
58897,1,-0.8500000000000005,77,sell
58901,1,-0.8600000000000005,78,sell
58902,-1,-0.8700000000000006,77,buy
58901,-2,-0.7200000000000004,75,buy
58900,-1,-0.6800000000000004,74,buy
58899,-1,-0.6500000000000004,73,buy
58898,-1,-0.6400000000000003,72,buy
58897,1,-0.6100000000000003,73,sell
58898,-1,-0.7100000000000004,72,buy
58897,-1,-0.6500000000000004,71,buy
58896,2,-0.6000000000000003,73,sell
58897,1,-0.6700000000000004,74,sell
58898,-2,-0.7100000000000004,72,buy
58897,-2,-0.6400000000000003,70,buy
58896,-2,-0.5900000000000003,68,buy
58894,2,-0.5500000000000003,70,sell
58895,2,-0.6200000000000003,72,sell
58897,-1,-0.6600000000000004,71,buy
58896,2,-0.6000000000000003,73,sell
58897,1,-0.6700000000000004,74,sell
58898,1,-0.7100000000000004,75,sell
58899,1,-0.7300000000000004,76,sell
58900,-1,-0.7900000000000005,75,buy
58899,-1,-0.6500000000000004,74,buy
58898,-1,-0.6400000000000003,73,buy
58897,1,-0.6100000000000003,74,sell
58898,2,-0.7100000000000004,76,sell
58899,-1,-0.7400000000000004,75,buy
58898,1,-0.6500000000000004,76,sell
58899,-1,-0.7100000000000004,75,buy
58898,1,-0.6500000000000004,76,sell
58899,-1,-0.7100000000000004,75,buy
58898,-1,-0.6500000000000004,74,buy
58897,1,-0.6400000000000003,75,sell
58898,-3,-0.7100000000000004,72,buy
58897,2,-0.6300000000000003,74,sell
58898,-1,-0.7200000000000004,73,buy
58897,1,-0.6500000000000004,74,sell
58898,-1,-0.7100000000000004,73,buy
58897,2,-0.6500000000000004,75,sell
58898,-1,-0.7200000000000004,74,buy
58897,-1,-0.6500000000000004,73,buy
58896,-1,-0.6000000000000003,72,buy
58895,1,-0.5600000000000003,73,sell
58896,2,-0.6500000000000004,75,sell
58897,1,-0.6700000000000004,76,sell
58898,-1,-0.7100000000000004,75,buy
58897,1,-0.6500000000000004,76,sell
58898,1,-0.7100000000000004,77,sell
58899,1,-0.7300000000000004,78,sell
58900,-1,-0.7900000000000005,77,buy
58899,-1,-0.6500000000000004,76,buy
58898,1,-0.6400000000000003,77,sell
58899,-1,-0.7100000000000004,76,buy
58898,1,-0.6500000000000004,77,sell
58899,-1,-0.7100000000000004,76,buy
58898,-1,-0.6500000000000004,75,buy
58897,-2,-0.6100000000000003,73,buy
58896,-1,-0.5900000000000003,72,buy
58895,1,-0.5600000000000003,73,sell
58896,-1,-0.6500000000000004,72,buy
58895,1,-0.5600000000000003,73,sell
58896,2,-0.6500000000000004,75,sell
58897,1,-0.6700000000000004,76,sell
58898,1,-0.7100000000000004,77,sell
58899,-1,-0.7300000000000004,76,buy
58898,1,-0.6500000000000004,77,sell
58899,-1,-0.7100000000000004,76,buy
58898,1,-0.6500000000000004,77,sell
58899,1,-0.7100000000000004,78,sell
58900,2,-0.7900000000000005,80,sell
58901,1,-0.8200000000000005,81,sell
58902,1,-0.8400000000000005,82,sell
58904,-1,-0.8800000000000006,81,buy
58903,-1,-0.8000000000000005,80,buy
58902,1,-0.7200000000000004,81,sell
58903,-1,-0.8100000000000005,80,buy
58902,1,-0.7200000000000004,81,sell
58903,1,-0.8100000000000005,82,sell
58904,-1,-0.8800000000000006,81,buy
58903,-1,-0.8000000000000005,80,buy
58902,1,-0.7200000000000004,81,sell
58903,-2,-0.8100000000000005,79,buy
58902,-1,-0.7100000000000004,78,buy
58901,1,-0.6900000000000004,79,sell
58902,-1,-0.8100000000000005,78,buy
58901,1,-0.7200000000000004,79,sell
58902,-1,-0.8100000000000005,78,buy
58901,2,-0.7200000000000004,80,sell
58902,-1,-0.8200000000000005,79,buy
58901,1,-0.7200000000000004,80,sell
58902,1,-0.8100000000000005,81,sell
58903,-1,-0.8400000000000005,80,buy
58902,-1,-0.7200000000000004,79,buy
58901,1,-0.6900000000000004,80,sell
58902,2,-0.8100000000000005,82,sell
58903,1,-0.8500000000000005,83,sell
58904,-1,-0.8800000000000006,82,buy
58903,-1,-0.8000000000000005,81,buy
58902,-1,-0.7200000000000004,80,buy
58901,3,-0.6900000000000004,83,sell
58902,2,-0.8300000000000005,85,sell
58903,1,-0.8500000000000005,86,sell
58904,-1,-0.8800000000000006,85,buy
58903,-1,-0.8000000000000005,84,buy
58902,1,-0.7200000000000004,85,sell
58903,-1,-0.8100000000000005,84,buy
58902,-1,-0.7200000000000004,83,buy
58901,-1,-0.6900000000000004,82,buy
58900,1,-0.6500000000000004,83,sell
58901,-2,-0.7100000000000004,81,buy
58899,-1,-0.6400000000000003,80,buy
58898,-3,-0.6100000000000003,77,buy
58897,2,-0.5800000000000003,79,sell
58898,-1,-0.6700000000000004,78,buy
58897,-1,-0.6000000000000003,77,buy
58896,-3,-0.5600000000000003,74,buy
58894,2,-0.5400000000000003,76,sell
58895,2,-0.6200000000000003,78,sell
58897,-1,-0.6600000000000004,77,buy
58896,-1,-0.6000000000000003,76,buy
58895,2,-0.5600000000000003,78,sell
58897,1,-0.6600000000000004,79,sell
58898,1,-0.7000000000000004,80,sell
58899,1,-0.7100000000000004,81,sell
58900,-1,-0.7300000000000004,80,buy
58899,1,-0.6500000000000004,81,sell
58900,-2,-0.7100000000000004,79,buy
58898,2,-0.6400000000000003,81,sell
58899,-1,-0.7200000000000004,80,buy
58898,1,-0.6500000000000004,81,sell
58899,1,-0.7100000000000004,82,sell
58900,-1,-0.7300000000000004,81,buy
58899,1,-0.6500000000000004,82,sell
58900,2,-0.7100000000000004,84,sell
58901,1,-0.8000000000000005,85,sell
58902,-1,-0.8100000000000005,84,buy
58901,-2,-0.7200000000000004,82,buy
58899,1,-0.6400000000000003,83,sell
58900,-1,-0.7100000000000004,82,buy
58899,1,-0.6500000000000004,83,sell
58900,-1,-0.7100000000000004,82,buy
58899,-1,-0.6500000000000004,81,buy
58898,-1,-0.6100000000000003,80,buy
58897,-1,-0.6000000000000003,79,buy
58896,-2,-0.5600000000000003,77,buy
58894,-1,-0.5400000000000003,76,buy
58893,-1,-0.4900000000000002,75,buy
58892,-1,-0.4800000000000002,74,buy
58890,1,-0.44000000000000017,75,sell
58891,2,-0.5000000000000002,77,sell
58893,-1,-0.5700000000000003,76,buy
58892,-1,-0.4900000000000002,75,buy
58891,-1,-0.4800000000000002,74,buy
58890,-1,-0.44000000000000017,73,buy
58886,-1,-0.40000000000000013,72,buy
58885,-1,-0.3900000000000001,71,buy
58884,-1,-0.3700000000000001,70,buy
58883,-1,-0.33000000000000007,69,buy
58881,1,-0.32000000000000006,70,sell
58882,-2,-0.40000000000000013,68,buy
58881,-1,-0.32000000000000006,67,buy
58880,1,-0.28,68,sell
58881,1,-0.3400000000000001,69,sell
58882,-1,-0.40000000000000013,68,buy
58881,-1,-0.33000000000000007,67,buy
58880,1,-0.28,68,sell
58881,-2,-0.3400000000000001,66,buy
58880,-1,-0.27,65,buy
58878,1,-0.26,66,sell
58879,1,-0.3400000000000001,67,sell
58880,-1,-0.40000000000000013,66,buy
58879,-2,-0.33000000000000007,64,buy
58878,-1,-0.27,63,buy
58877,2,-0.24,65,sell
58879,1,-0.3400000000000001,66,sell
58880,-1,-0.40000000000000013,65,buy
58879,1,-0.33000000000000007,66,sell
58880,-1,-0.40000000000000013,65,buy
58879,-1,-0.33000000000000007,64,buy
58878,1,-0.28,65,sell
58879,-1,-0.3400000000000001,64,buy
58878,1,-0.28,65,sell
58879,-1,-0.3400000000000001,64,buy
58878,-1,-0.28,63,buy
58877,2,-0.24,65,sell
58879,1,-0.3400000000000001,66,sell
58880,-1,-0.40000000000000013,65,buy
58879,-1,-0.33000000000000007,64,buy
58878,1,-0.28,65,sell
58879,1,-0.3400000000000001,66,sell
58880,-1,-0.40000000000000013,65,buy
58879,1,-0.33000000000000007,66,sell
58880,-1,-0.40000000000000013,65,buy
58879,-1,-0.33000000000000007,64,buy
58878,1,-0.28,65,sell
58879,1,-0.3400000000000001,66,sell
58880,1,-0.40000000000000013,67,sell
58882,2,-0.41000000000000014,69,sell
58884,1,-0.4500000000000002,70,sell
58885,1,-0.4900000000000002,71,sell
58886,1,-0.5000000000000002,72,sell
58887,1,-0.5500000000000003,73,sell
58888,-1,-0.5600000000000003,72,buy
58887,2,-0.4900000000000002,74,sell
58889,1,-0.5700000000000003,75,sell
58890,-1,-0.6100000000000003,74,buy
58889,-1,-0.5500000000000003,73,buy
58888,1,-0.4900000000000002,74,sell
58889,1,-0.5600000000000003,75,sell
58890,-1,-0.6100000000000003,74,buy
58889,-1,-0.5500000000000003,73,buy
58888,1,-0.4900000000000002,74,sell
58889,-1,-0.5600000000000003,73,buy
58888,1,-0.4900000000000002,74,sell
58889,1,-0.5600000000000003,75,sell
58890,-1,-0.6100000000000003,74,buy
58889,1,-0.5500000000000003,75,sell
58890,-1,-0.6100000000000003,74,buy
58889,2,-0.5500000000000003,76,sell
58891,-2,-0.6200000000000003,74,buy
58890,1,-0.5400000000000003,75,sell
58891,2,-0.6100000000000003,77,sell
58893,2,-0.6600000000000004,79,sell
58894,2,-0.6900000000000004,81,sell
58896,-1,-0.7000000000000004,80,buy
58895,-1,-0.6000000000000003,79,buy
58894,-1,-0.5600000000000003,78,buy
58893,2,-0.5500000000000003,80,sell
58894,1,-0.6200000000000003,81,sell
58895,-2,-0.6500000000000004,79,buy
58893,2,-0.5500000000000003,81,sell
58894,-1,-0.6200000000000003,80,buy
58893,-1,-0.5500000000000003,79,buy
58892,1,-0.5400000000000003,80,sell
58893,1,-0.6100000000000003,81,sell
58894,-1,-0.6500000000000004,80,buy
58893,-1,-0.5600000000000003,79,buy
58892,2,-0.5500000000000003,81,sell
58893,-1,-0.6200000000000003,80,buy
58892,1,-0.5500000000000003,81,sell
58893,1,-0.6100000000000003,82,sell
58894,-1,-0.6500000000000004,81,buy
58893,-2,-0.5600000000000003,79,buy
58892,-1,-0.5400000000000003,78,buy
58891,3,-0.4900000000000002,81,sell
58892,-1,-0.5800000000000003,80,buy
58891,-2,-0.4900000000000002,78,buy
58890,-2,-0.4700000000000002,76,buy
58888,1,-0.44000000000000017,77,sell
58889,2,-0.5000000000000002,79,sell
58891,2,-0.5700000000000003,81,sell
58893,-1,-0.6200000000000003,80,buy
58892,2,-0.5500000000000003,82,sell
58893,1,-0.6200000000000003,83,sell
58894,1,-0.6500000000000004,84,sell
58895,1,-0.6600000000000004,85,sell
58896,2,-0.7000000000000004,87,sell
58897,-2,-0.7200000000000004,85,buy
58896,-2,-0.6400000000000003,83,buy
58895,-2,-0.5900000000000003,81,buy
58893,1,-0.5500000000000003,82,sell
58894,-2,-0.6100000000000003,80,buy
58892,-2,-0.5400000000000003,78,buy
58890,1,-0.4800000000000002,79,sell
58891,2,-0.5600000000000003,81,sell
58892,1,-0.5800000000000003,82,sell
58893,1,-0.6100000000000003,83,sell
